city_state,income_avg
"comanche, tx",47959
"concho, tx",41219
"cooke, tx",54759
"coryell, tx",38222
"cottle, tx",68268
"crane, tx",49749
"crockett, tx",46364
"crosby, tx",41146
"culberson, tx",69350
"dallam, tx",65132
"dallas, tx",65401
"dawson, tx",42595
"deaf smith, tx",54950
"delta, tx",43628
"denton, tx",63283
"dewitt, tx",60890
"dickens, tx",38730
"dimmit, tx",44874
"donley, tx",45336
"duval, tx",42410
"eastland, tx",65416
"ector, tx",49887
"edwards, tx",55329
"el paso, tx",41818
"ellis, tx",49333
"erath, tx",43900
"falls, tx",39865
"fannin, tx",42562
"fayette, tx",57962
"fisher, tx",49100
"floyd, tx",42627
"foard, tx",52630
"fort bend, tx",61791
"franklin, tx",44725
"freestone, tx",40407
"frio, tx",33407
"gaines, tx",47826
"galveston, tx",57941
"garza, tx",31223
"gillespie, tx",68885
"glasscock, tx",87334
"goliad, tx",49513
"gonzales, tx",47272
"gray, tx",45091
"grayson, tx",47045
"gregg, tx",49152
"grimes, tx",39033
"guadalupe, tx",49405
"hale, tx",38674
"hall, tx",35416
"hamilton, tx",65685
"hansford, tx",66588
"hardeman, tx",45863
"hardin, tx",49159
"harris, tx",60183
"harrison, tx",45396
"hartley, tx",76005
"haskell, tx",46070
"hays, tx",50212
"hemphill, tx",61340
"henderson, tx",43356
"hidalgo, tx",31153
"hill, tx",44776
"hockley, tx",46051
"hood, tx",55132
"hopkins, tx",45219
"houston, tx",44693
"howard, tx",45105
"hudspeth, tx",26835
"hunt, tx",42819
"hutchinson, tx",46860
"irion, tx",72353
"jack, tx",41038
"jackson, tx",47642
"jasper, tx",43486
"jeff davis, tx",48623
"jefferson, tx",46547
"jim hogg, tx",36847
"jim wells, tx",46483
"johnson, tx",47654
"jones, tx",35520
"karnes, tx",61330
"kaufman, tx",47580
"kendall, tx",84853
"kenedy, tx",46296
"kent, tx",51139
"kerr, tx",56093
"kimble, tx",48071
"king, tx",81541
"kinney, tx",35119
"kleberg, tx",43560
"knox, tx",42857
"la salle, tx",41114
"lamar, tx",46538
"lamb, tx",50667
"lampasas, tx",54153
"lavaca, tx",57399
"lee, tx",53791
"leon, tx",42878
"liberty, tx",40904
"limestone, tx",41072
"lipscomb, tx",83655
"live oak, tx",38734
"llano, tx",52538
"loving, tx",49072
"lubbock, tx",46502
"lynn, tx",40351
"madison, tx",35865
"marion, tx",42536
"martin, tx",64602
"mason, tx",49261
"matagorda, tx",48150
"maverick, tx",35133
"mcculloch, tx",41306
"mclennan, tx",45772
"mcmullen, tx",73356
"medina, tx",44456
"menard, tx",41220
"midland, tx",126631
"milam, tx",40552
"mills, tx",45663
"mitchell, tx",37113
"montague, tx",44790
"montgomery, tx",65516
"moore, tx",51476
"morris, tx",43036
"motley, tx",39505
"nacogdoches, tx",41188
"navarro, tx",42869
"newton, tx",36839
"nolan, tx",48017
"nueces, tx",47999
"ochiltree, tx",59892
"oldham, tx",56033
"orange, tx",48173
"palo pinto, tx",45095
"panola, tx",47191
"parker, tx",59929
"parmer, tx",57137
"pecos, tx",40391
"polk, tx",42830
"potter, tx",49498
"presidio, tx",53222
"rains, tx",38200
"randall, tx",52391
"reagan, tx",54091
"real, tx",40667
"red river, tx",47762
"reeves, tx",44232
"refugio, tx",48266
"roberts, tx",52804
"robertson, tx",45866
"rockwall, tx",64943
"runnels, tx",44352
"rusk, tx",39551
"sabine, tx",40477
"san augustine, tx",43642
"san jacinto, tx",39298
"san patricio, tx",48391
"san saba, tx",40340
"schleicher, tx",46015
"scurry, tx",47272
"shackelford, tx",86294
"shelby, tx",44038
"sherman, tx",91855
"smith, tx",57076
"somervell, tx",50164
"starr, tx",32146
"stephens, tx",45759
"sterling, tx",63329
"stonewall, tx",59419
"sutton, tx",56622
"swisher, tx",53734
"tarrant, tx",55615
"taylor, tx",52429
"terrell, tx",61631
"terry, tx",41634
"throckmorton, tx",44582
"titus, tx",41207
"tom green, tx",52947
"travis, tx",74032
"trinity, tx",39206
"tyler, tx",36694
"upshur, tx",39674
"upton, tx",50428
"uvalde, tx",45255
"val verde, tx",41079
"van zandt, tx",42656
"victoria, tx",53881
"walker, tx",32334
"waller, tx",44779
"ward, tx",48109
"washington, tx",58426
"webb, tx",35626
"wharton, tx",48384
"wheeler, tx",48691
"wichita, tx",46322
"wilbarger, tx",49537
"willacy, tx",31710
"williamson, tx",56693
"wilson, tx",49745
"winkler, tx",62259
"wise, tx",48435
"wood, tx",42978
"yoakum, tx",44395
"young, tx",53227
"zapata, tx",28981
"zavala, tx",33303
"beaver, ut",41667
"box elder, ut",44131
"cache, ut",44947
"carbon, ut",42459
"daggett, ut",48761
"davis, ut",51852
"duchesne, ut",40780
"emery, ut",38057
"garfield, ut",44411
"grand, ut",60928
"iron, ut",36412
"juab, ut",42531
"kane, ut",45074
"millard, ut",41843
"morgan, ut",58631
"piute, ut",48595
"rich, ut",42762
"salt lake, ut",59077
"san juan, ut",30198
"sanpete, ut",32927
"sevier, ut",39383
"summit, ut",156537
"tooele, ut",41301
"uintah, ut",32945
"utah, ut",46465
"wasatch, ut",61653
"washington, ut",43782
"wayne, ut",46145
"weber, ut",46675
"addison, vt",55981
"bennington, vt",59131
"caledonia, vt",48094
"chittenden, vt",64605
"essex, vt",44173
"franklin, vt",52181
"grand isle, vt",64231
"lamoille, vt",59635
"orange, vt",53146
"orleans, vt",49998
"rutland, vt",57283
"washington, vt",64997
"windham, vt",56610
"windsor, vt",63786
"accomack, va",53762
"alexandria, va",93835
"amelia, va",46780
"amherst, va",40293
"appomattox, va",41750
"arlington, va",100823
"bath, va",70050
"bedford, va",49457
"bland, va",39609
"botetourt, va",53767
"brunswick, va",36499
"buchanan, va",38969
"buckingham, va",33425
"caroline, va",46682
"charles city, va",51498
"charlotte, va",38547
"chesapeake, va",53622
"chesterfield, va",58069
"clarke, va",69117
"craig, va",41988
"culpeper, va",50509
"cumberland, va",41225
"dickenson, va",37046
"essex, va",46657
"fauquier, va",74801
"floyd, va",42304
"fluvanna, va",48440
"franklin, va",44821
"giles, va",43561
"gloucester, va",53341
"goochland, va",105619
"grayson, va",35093
"greene, va",48573
"halifax, va",40542
"hampton, va",46165
"hanover, va",64704
"henrico, va",69872
"highland, va",46315
"isle of wight, va",59285
"king and queen, va",48888
"king george, va",57377
"king william, va",50951
"lancaster, va",63885
"lee, va",33056
"loudoun, va",84374
"louisa, va",46040
"lunenburg, va",35793
"madison, va",51608
"mathews, va",59026
"mecklenburg, va",40693
"middlesex, va",55466
"nelson, va",55869
"new kent, va",77957
"newport news, va",45781
"norfolk, va",42996
"northampton, va",62614
"northumberland, va",57093
"nottoway, va",38594
"orange, va",53217
"page, va",42307
"patrick, va",36426
"portsmouth, va",44871
"powhatan, va",61547
"prince edward, va",33868
"pulaski, va",43583
"rappahannock, va",70807
"richmond, va",40791
"richmond, va",59148
"roanoke, va",46727
"russell, va",36423
"scott, va",35882
"shenandoah, va",49948
"smyth, va",40220
"stafford, va",58635
"suffolk, va",55561
"surry, va",47927
"sussex, va",35062
"tazewell, va",39795
"virginia beach, va",60796
"warren, va",50504
"westmoreland, va",48577
"wythe, va",39116
"adams, wa",49618
"asotin, wa",49273
"benton, wa",51757
"chelan, wa",60518
"clallam, wa",49718
"clark, wa",57863
"columbia, wa",57249
"cowlitz, wa",48232
"douglas, wa",45305
"ferry, wa",39899
"franklin, wa",43271
"garfield, wa",57967
"grant, wa",48468
"grays harbor, wa",43710
"island, wa",59200
"jefferson, wa",56585
"king, wa",96647
"kitsap, wa",60704
"kittitas, wa",45267
"klickitat, wa",51973
"lewis, wa",47752
"lincoln, wa",50851
"mason, wa",45901
"okanogan, wa",47535
"pacific, wa",43749
"pend oreille, wa",46571
"pierce, wa",56532
"san juan, wa",81858
"skagit, wa",57315
"skamania, wa",49519
"snohomish, wa",62267
"spokane, wa",50038
"stevens, wa",42740
"thurston, wa",56007
"wahkiakum, wa",47027
"walla walla, wa",51767
"whatcom, wa",52787
"whitman, wa",44628
"yakima, wa",49099
"barbour, wv",35878
"berkeley, wv",45610
"boone, wv",39493
"braxton, wv",34972
"brooke, wv",49579
"cabell, wv",46805
"calhoun, wv",34734
"clay, wv",35702
"doddridge, wv",32085
"fayette, wv",38680
"gilmer, wv",31020
"grant, wv",40571
"greenbrier, wv",40759
"hampshire, wv",39802
"hancock, wv",47007
"hardy, wv",38269
"harrison, wv",52124
"jackson, wv",41622
"jefferson, wv",54836
"kanawha, wv",52969
"lewis, wv",43634
"lincoln, wv",35309
"logan, wv",41110
"marion, wv",45684
"marshall, wv",44092
"mason, wv",37641
"mcdowell, wv",34918
"mercer, wv",41372
"mineral, wv",45193
"mingo, wv",35115
"monongalia, wv",48802
"monroe, wv",35005
"morgan, wv",39311
"nicholas, wv",37492
"ohio, wv",61452
"pendleton, wv",40054
"pleasants, wv",46074
"pocahontas, wv",43810
"preston, wv",40563
"putnam, wv",50363
"raleigh, wv",45356
"randolph, wv",41194
"ritchie, wv",42068
"roane, wv",40224
"summers, wv",37181
"taylor, wv",43460
"tucker, wv",47175
"tyler, wv",41195
"upshur, wv",37337
"wayne, wv",37566
"webster, wv",33320
"wetzel, wv",38428
"wirt, wv",35205
"wood, wv",48566
"wyoming, wv",33534
"adams, wi",44159
"ashland, wi",44520
"barron, wi",53179
"bayfield, wi",53369
"brown, wi",56093
"buffalo, wi",50518
"burnett, wi",48574
"calumet, wi",55460
"chippewa, wi",50639
"clark, wi",46154
"columbia, wi",56134
"crawford, wi",46113
"dane, wi",66094
"dodge, wi",48547
"door, wi",66516
"douglas, wi",45962
"dunn, wi",44626
"eau claire, wi",52141
"florence, wi",56604
"fond du lac, wi",52813
"forest, wi",44657
"grant, wi",49410
"green, wi",56620
"green lake, wi",47898
"iowa, wi",53603
"iron, wi",53164
"jackson, wi",49528
"jefferson, wi",49591
"juneau, wi",42620
"kenosha, wi",51229
"kewaunee, wi",52638
"la crosse, wi",54532
"lafayette, wi",48891
"langlade, wi",48036
"lincoln, wi",50216
"manitowoc, wi",50829
"marathon, wi",55136
"marinette, wi",49557
"marquette, wi",45391
"menominee, wi",35082
"milwaukee, wi",51002
"monroe, wi",45741
"oconto, wi",50060
"oneida, wi",54861
"outagamie, wi",54862
"ozaukee, wi",87395
"pepin, wi",54316
"pierce, wi",48775
"polk, wi",50730
"portage, wi",49815
"price, wi",49837
"racine, wi",53094
"richland, wi",48516
"rock, wi",48836
"rusk, wi",48292
"sauk, wi",55166
"sawyer, wi",50276
"shawano, wi",47067
"sheboygan, wi",55616
"st. croix, wi",59602
"taylor, wi",46070
"trempealeau, wi",48324
"vernon, wi",44976
"vilas, wi",55140
"walworth, wi",53546
"washburn, wi",52457
"washington, wi",62506
"waukesha, wi",75958
"waupaca, wi",49711
"waushara, wi",44594
"winnebago, wi",50840
"wood, wi",50929
"albany, wy",43148
"big horn, wy",43939
"campbell, wy",53932
"carbon, wy",59028
"converse, wy",64373
"crook, wy",47752
"fremont, wy",48350
"goshen, wy",44562
"hot springs, wy",67005
"johnson, wy",56748
"laramie, wy",55094
"lincoln, wy",48449
"natrona, wy",68447
"niobrara, wy",55291
"park, wy",59827
"platte, wy",52359
"sheridan, wy",61543
"sublette, wy",54496
"sweetwater, wy",54000
"teton, wy",220645
"uinta, wy",42854
"washakie, wy",54361
"weston, wy",47599
